COMP_TYPE,BRAND_NAME,PACK_NAME,PRD_CD,PRD_DESC1,CONV_FACTOR,MRP_UN,RP,DEALER_MARGIN,Textbox51,RP1
BEV,Nimbooz,300ML,1943,NIMBOOZ MASALA SODA 300ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Nimbooz,330ml,4105,NIMBOOZ MASALA SODA 330ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Nimbooz,350ml,1875,7 UP NIMBOZ 350ml PET 24 Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Nimbooz,350ml,3221,TROP TWISTER 'NIMBOZ 350ml PET 24 Rs15,24,15.00,13.7500,9.09,0.00,13.7500
BEV,Nimbooz,350ml,3225,TROP TWISTER 'NIMBOZ 350ml PET 24 Rs50,24,50.00,18.5000,170.27,0.00,18.5000
BEV,Nimbooz,350ml,3278,TROP TWISTER 'NIMBOZ 350ml PET 24 Rs18,24,18.00,16.7500,7.46,0.00,16.7500
BEV,Nimbooz,350ml,3289,7 UP NIMBOZ 350ml PET 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Nimbooz,350ml,3360,7UP NIMBOZ 350ml PET 24 Rs60,24,60.00,30.0000,100.00,0.00,30.0000
BEV,Nimbooz,500ML,1847,7 UP NIMBOOZ 500ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Nimbooz,500ML,2392,NIMBOOZ MASALA SODA 500ML PET 24 RS32,24,32.00,29.5000,8.47,0.00,29.5000
BEV,Nimbooz,500ML,2393,NIMBOOZ MASALA SODA 500ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Nimbooz,500ML,3393,NIMBOOZ MASALA SODA 500ML PET 24 RS32-Pr,24,32.00,29.5000,8.47,0.00,29.5000
BEV,Nimbooz,600ml,2325,NIMBOOZ MASALA SODA 600ML PET 24 RS30,24,30.00,26.2500,14.29,0.00,26.2500
BEV,Nimbooz,600ml,2388,NIMBOOZ MASALA SODA 600ML PET 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Oats Milk,180ml,7500,DairyQua OatsMilkAlmond180MLTetra30 Rs30,30,30.00,27.2730,10.00,0.00,27.2730
BEV,Oats Milk,180ml,7501,DairyQua OatsMilk Mango180MLTetra30 Rs30,30,30.00,27.2730,10.00,0.00,27.2730
BEV,Ole,600ml,4341,NIMBOOZ MASALA SODA 600ML PET 24 RS30,24,30.00,25.8333,16.13,0.00,25.8333
BEV,Pepsi,1.25L,1380,PEPSI COLA 1.25 L PET 12 Rs65,12,65.00,60.0000,8.33,0.00,60.0000
BEV,Pepsi,1.25L,1385,PEPSI COLA 1.25 L PET 12 Rs70,12,70.00,64.6154,8.33,0.00,64.6154
BEV,Pepsi,1.25L,1892,PEPSI COLA 1.25 L PET 15 Rs50 PROMO,15,50.00,46.0000,8.70,0.00,46.0000
BEV,Pepsi,1.25L,1897,PEPSI COLA 1.25 L PET 15 Rs50,15,50.00,45.9982,8.70,0.00,45.9982
BEV,Pepsi,1.25L,2273,PEPSI COLA 1.25 L PET 12 Rs50,12,50.00,45.0000,11.11,0.00,45.0000
BEV,Pepsi,1.25L,2281,PEPSI COLA 1.25 L PET 12 Rs52,12,52.00,47.5000,9.47,0.00,47.5000
BEV,Pepsi,1.25L,2291,PEPSI COLA 1.25 L PET 12 Rs50 PROMO,12,50.00,45.8333,9.09,0.00,45.8333
BEV,Pepsi,1.25L,2294,PEPSI 1.25L 12 PET RS 52 (AF FREE),12,52.00,47.5000,9.47,0.00,47.5000
BEV,Pepsi,1.25L,2916,PEPSI COLA 1.25 L PET 12 Rs55,12,55.00,50.0000,10.00,0.00,50.0000
BEV,Pepsi,1.25L,2945,PEPSI COLA 1.25 L PET 12 Rs49,12,49.00,45.0000,8.89,0.00,45.0000
BEV,Pepsi,1.25L,2975,PEPSI COLA 1.25 L PET 12 Rs60 PROMO,12,60.00,55.0000,9.09,0.00,55.0000
BEV,Pepsi,1.25L,2976,PEPSI COLA 1.25 L PET 12 Rs60,12,60.00,55.0000,9.09,0.00,55.0000
BEV,Pepsi,1.25L,3193,PEPSI COLA 1.25 L PET 12 Rs58,12,58.00,53.0000,9.43,0.00,53.0000
BEV,Pepsi,1.25L,4129,PEPSI COLA 1.25 L PET 15 Rs60,15,60.00,56.0000,7.14,0.00,56.0000
BEV,Pepsi,1.25L,4141,PEPSI COLA 1.25 L PET 12 Rs65 PR-ATL,12,65.00,60.0000,8.33,0.00,60.0000
BEV,Pepsi,1.25L,4163,PEPSI COLA 1.25 L PET 12 Rs50 PR-ATL,12,50.00,45.0000,11.11,0.00,45.0000
BEV,Pepsi,1.25L,4396,PEPSI COLA 1.25 L PET 12 Rs60 PR-ATL,12,60.00,55.0000,9.09,0.00,55.0000
BEV,Pepsi,1.5L,1335,PEPSI COLA 1.5 L PET 12 Rs 65,12,65.00,60.0000,8.33,0.00,60.0000
BEV,Pepsi,1.5L,1367,PEPSI COLA 1.5 L PET 12 Rs 75,12,75.00,70.0000,7.14,0.00,70.0000
BEV,Pepsi,1.5L,4781,PEPSI BLACK 1.5 L PET 12 Rs 50,12,50.00,45.0000,11.11,0.00,45.0000
BEV,Pepsi,10L,3011,PEPSI COLA 10 L BIB,1,3000.00,2300.0843,30.43,0.00,2300.0843
BEV,Pepsi,150ml,3582,PEPSI COLA 150ml CAN 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Pepsi,180ml,4786,PEPSI BLACK 180ml CAN 30 Rs30,30,30.00,28.0000,7.14,0.00,28.0000
BEV,Pepsi,1L,2210,PEPSI COLA 1.0 L PET 12 Rs35,12,35.00,32.0833,9.09,0.00,32.0833
BEV,Pepsi,1L,2240,PEPSI COLA 1.0 L PET 12 RS40,12,40.00,37.1667,7.62,0.00,37.1667
BEV,Pepsi,1L,2261,PEPSI COLA 1.0 L PET 12 RS45,12,45.00,41.6667,8.00,0.00,41.6667
BEV,Pepsi,1L,2262,PEPSI COLA 1.0 L PET 12 Rs38 (PROMO),12,38.00,33.4400,13.64,0.00,33.4400
BEV,Pepsi,1L,2900,PEPSI COLA 1.0 L PET 12 RS47,12,47.00,43.0000,9.30,0.00,43.0000
BEV,Pepsi,1L,2929,PEPSI COLA 1.0 L PET 12 RS50,12,50.00,45.8333,9.09,0.00,45.8333
BEV,Pepsi,1L,2965,PEPSI COLA 1.0 L PET 12 Rs49,12,49.00,45.0000,8.89,0.00,45.0000
BEV,Pepsi,2.25L,1398,PEPSI COLA 2.25 L PET 9 RS99,9,99.00,93.4444,5.95,0.00,93.4444
BEV,Pepsi,2.25L,2494,PEPSI COLA 2.25 L PET 9 Rs65,9,65.00,53.7778,20.87,0.00,53.7778
BEV,Pepsi,2.25L,2534,PEPSI COLA 2.25 L PET 9 Rs70,9,70.00,64.4444,8.62,0.00,64.4444
BEV,Pepsi,2.25L,2545,PEPSI COLA 2.25 L PET 9 Rs75,9,75.00,62.0000,20.97,0.00,62.0000
BEV,Pepsi,2.25L,2555,PEPSI COLA 2.25 L PET 9 Rs78,9,78.00,65.0000,20.00,0.00,65.0000
BEV,Pepsi,2.25L,2572,PEPSI COLA 2.25 L PET 9 Rs80,9,80.00,74.0000,8.11,0.00,74.0000
BEV,Pepsi,2.25L,2586,PEPSI COLA 2.25 L PET 9 Rs80 (SODA),9,80.00,74.4444,7.46,0.00,74.4444
BEV,Pepsi,2.25L,3169,PEPSI COLA 2.25 L PET 9 Rs85 PROMO,9,85.00,77.2223,10.07,0.00,77.2223
BEV,Pepsi,2.25L,3175,PEPSI COLA 2.25 L PET 9 Rs90 PROMO,9,90.00,83.3333,8.00,0.00,83.3333
BEV,Pepsi,2.25L,3176,PEPSI COLA 2.25 L PET 9 Rs90,9,90.00,83.3333,8.00,0.00,83.3333
BEV,Pepsi,2.25L,3925,PEPSI COLA 2.25 L PET 9 Rs80 PROMO,9,80.00,74.0000,8.11,0.00,74.0000
BEV,Pepsi,2.25L,3954,PEPSI COLA 2.25 L PET 9 Rs85,9,85.00,78.3334,8.51,0.00,78.3334
BEV,Pepsi,2.25L,4295,PEPSI COLA 2.25 L PET 9 RS99 PR- ATL,9,99.00,93.4444,5.95,0.00,93.4444
BEV,Pepsi,2.25L,4530,PEPSI COLA 2.25 L PET 9 RS95,9,95.00,88.3333,7.55,0.00,88.3333
BEV,Pepsi,2.25L,4724,PEPSI COLA 2.25 L PET 9 Rs95 PROMO,9,95.00,88.3333,7.55,0.00,88.3333
BEV,Pepsi,200ML,1000,PEPSI COLA 200ml RGP 24 Rs 8,24,8.00,7.0833,12.94,0.00,7.0833
BEV,Pepsi,200ML,1005,PEPSI COLA 200ml RGP 24 Rs10,24,10.00,9.0000,11.11,0.00,9.0000
BEV,Pepsi,200ML,1033,PEPSI COLA 200ML RGP 24 RS10 UTC / AXL,24,10.00,9.0000,11.11,0.00,9.0000
BEV,Pepsi,200ML,1046,PEPSI COLA 200ml RGP 24 Rs12,24,12.00,11.0000,9.09,0.00,11.0000
BEV,Pepsi,200ML,1059,PEPSI ATOM 200ML RGP 24 Rs10,24,10.00,9.1667,9.09,0.00,9.1667
BEV,Pepsi,200ML,1074,PEPSI ATOM 200ml RGP 24 Rs8,24,8.00,7.0833,12.94,0.00,7.0833
BEV,Pepsi,200ML,1084,PEPSI COLA 200ml RGP 24 Rs10(NEW LOGO),24,10.00,9.0000,11.11,0.00,9.0000
BEV,Pepsi,200ML,1094,PEPSI COLA 200ml RGP 24 Rs10 (UTC),24,10.00,9.0000,11.11,0.00,9.0000
BEV,Pepsi,200ML,1109,PEPSI COLA 200ml RGP 24 Rs15,24,15.00,13.6667,9.76,0.00,13.6667
BEV,Pepsi,200ML,4210,PEPSI COLA 200ml RGP 24 Rs13,24,13.00,8.5417,52.20,0.00,8.5417
BEV,Pepsi,200ML,4217,PEPSI COLA 200ml RGP 24 Rs14,24,14.00,12.2083,14.68,0.00,12.2083
BEV,Pepsi,20L,3000,PEPSI COLA 20 L BIB,1,6000.00,4800.0000,25.00,0.00,4800.0000
BEV,Pepsi,250ml,1425,PEPSI COLA 250ml CAN 24 Rs20,24,20.00,18.3333,9.09,0.00,18.3333
BEV,Pepsi,250ml,1452,PEPSI DIET 250ml CAN 24 Rs20,24,20.00,18.3333,9.09,0.00,18.3333
BEV,Pepsi,250ml,1456,PEPSI COLA 250ml CAN 24 Rs20 (PROMO),24,20.00,18.3333,9.09,0.00,18.3333
BEV,Pepsi,250ml,1464,PEPSI COLA 250ml PET 24 Rs15,24,15.00,12.9167,16.13,0.00,12.9167
BEV,Pepsi,250ml,1468,PEPSI ATOM 250ml CAN 24 Rs15,24,15.00,14.0000,7.14,0.00,14.0000
BEV,Pepsi,250ml,1477,PEPSI COLA 250ml CAN 24 Rs25,24,25.00,22.0833,13.21,0.00,22.0833
BEV,Pepsi,250ml,1480,PEPSI DIET 250ml CAN 24 Rs25,24,25.00,22.0833,13.21,0.00,22.0833
BEV,Pepsi,250ml,1498,PEPSI DIET 250ml CAN 24 Rs60,24,60.00,23.0000,160.87,0.00,23.0000
BEV,Pepsi,250ml,1877,PEPSI COLA 250ml PET 24 Rs20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Pepsi,250ml,1900,PEPSI COLA 250ml PET 24 Rs18,24,18.00,15.9167,13.09,0.00,15.9167
BEV,Pepsi,250ml,1964,PEPSI COLA 250ml PET 30 Rs18,30,18.00,16.1667,11.34,0.00,16.1667
BEV,Pepsi,250ml,1965,PEPSI COLA 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Pepsi,250ml,1977,PEPSI COLA 250ml PET 30 Rs15,30,15.00,13.3333,12.50,0.00,13.3333
BEV,Pepsi,250ml,1978,PEPSI BLACK 250ml PET 24 Rs20,24,20.00,17.9163,11.63,0.00,17.9163
BEV,Pepsi,250ml,1982,PEPSI COLA 250ml PET 30 Rs15 PROMO,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Pepsi,250ml,1983,PEPSI BLACK 250ml PET 30 Rs20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Pepsi,250ml,3506,PEPSI COLA 250ml CAN 24 Rs22,24,22.00,20.5000,7.32,0.00,20.5000
BEV,Pepsi,250ml,3510,PEPSI DIET 250ml CAN 24 Rs22,24,22.00,20.5000,7.32,0.00,20.5000
BEV,Pepsi,250ml,3511,PEPSI COLA 250ml CAN 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Pepsi,250ml,3515,PEPSI DIET 250ml CAN 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Pepsi,250ml,3516,PEPSI COLA 250ml CAN 24 Rs27 PROMO,24,27.00,25.1250,7.46,0.00,25.1250
BEV,Pepsi,250ML,3537,PEPSI BLACK 250ml CAN 24 Rs25,24,25.00,22.0833,13.21,0.00,22.0833
BEV,Pepsi,250ML,3538,PEPSI BLACK 250ml CAN 24 RS100,24,100.00,23.3333,328.57,0.00,23.3333
BEV,Pepsi,250ml,3544,PEPSI DIET 250ml CAN 24 Rs25 (GP),24,25.00,23.3333,7.14,0.00,23.3333
BEV,Pepsi,250ml,3573,PEPSI COLA 250ml CAN 24 SW Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Pepsi,250ml,3574,PEPSI DIET 250ml CAN 24 SW Rs25,24,25.00,21.6667,15.38,0.00,21.6667
BEV,Pepsi,250ml,3576,PEPSI BLACK 250ml CAN 24 SW Rs25,24,25.00,21.6667,15.38,0.00,21.6667
BEV,Pepsi,250ml,3579,PEPSI BLACK 250ml CAN 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Pepsi,250ml,3580,PEPSI BLACK 250 ML NRG 24 Rs 25,24,25.00,22.0833,13.21,0.00,22.0833
BEV,Pepsi,250ml,3589,PEPSI COLA 250ml CAN 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Pepsi,250ml,3592,PEPSI BLACK 250ml CAN 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Pepsi,250ml,4094,PEPSI BLACK 250ML CAN 4X6 Rs175,24,29.17,26.6670,9.37,0.00,26.6670
BEV,Pepsi,250ml,4122,PEPSI COLA 250ml CAN 24 Rs30 (MONEYHIST),24,30.00,27.5000,9.09,0.00,27.5000
BEV,Pepsi,250ml,4132,PEPSI COLA 250ML PET 30 RS18 PR-ATL,30,18.00,17.1667,4.85,0.00,17.1667
BEV,Pepsi,250ml,4275,PEPSI COLA 250ml PET 30 Rs20 PR- ATL,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Pepsi,250ml,4980,PEPSI 250 ML NRG 24 Rs 20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Pepsi,250ml,4984,PEPSI BLACK 250MLCAN 4X6 Rs99,24,99.00,99.0000,0.00,0.00,99.0000
BEV,Pepsi,250ml,4991,PEPSI 250MLCAN 4X6 Rs99,6,99.00,89.0000,11.24,0.00,89.0000
BEV,Pepsi,250ml,4993,PEPSI COLA 250ml CAN 24 Rs25 RETRO,24,25.00,22.0833,13.21,0.00,22.0833
BEV,Pepsi,250ml,4994,PEPSI COLA 250ml CAN 24 Rs30 RETRO,24,30.00,25.8333,16.13,0.00,25.8333
BEV,Pepsi,295ml,1549,PEPSI COLA 295ml PET 30 Rs49,30,49.00,24.5000,100.00,0.00,24.5000
BEV,Pepsi,2L,2498,PEPSI COLA 2.0 L PET 9 Rs65,9,65.00,60.5556,7.34,0.00,60.5556
BEV,Pepsi,2L,2726,PEPSI COLA 2.0 L PET 9 Rs59,9,59.00,55.6667,5.99,0.00,55.6667
BEV,Pepsi,2L,2759,PEPSI COLA 2.0 L PET 9 Rs59 PROMO,9,59.00,55.6667,5.99,0.00,55.6667
BEV,Pepsi,2L,4434,PEPSI COLA 2.0 L PET 9 RS90,9,90.00,82.5000,9.09,0.00,82.5000
BEV,Pepsi,300ML,1113,PEPSI COLA 300ml RGP 24 Rs25,24,25.00,16.6667,50.00,0.00,16.6667
BEV,Pepsi,300ML,1205,PEPSI COLA 300ml RGP 24 Rs12,24,12.00,10.7500,11.63,0.00,10.7500
BEV,Pepsi,300ML,1233,PEPSI COLA 300ml RGP 24 Rs14,24,14.00,13.0000,7.69,0.00,13.0000
BEV,Pepsi,300ML,1249,PEPSI COLA 300ml RGP 24 Rs15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Pepsi,300ML,1281,PEPSI COLA 300ml RGP 24 Rs18,24,18.00,15.5000,16.13,0.00,15.5000
BEV,Pepsi,300ML,1541,PEPSI COLA 300ml RGP 24 Rs20,24,20.00,19.2511,3.89,0.00,19.2511
BEV,Pepsi,300ML,1944,PEPSI 300ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Pepsi,300ML,1960,PEPSI 300ML PET 30 RS15,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Pepsi,300ML,4253,PEPSI COLA 300ML CAN 24 RS30,24,30.00,25.8333,16.13,0.00,25.8333
BEV,Pepsi,300ML,4738,PEPSI BLACK 300ml CAN 24 Rs60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Pepsi,300ML,4740,PEPSI COLA 300ML CAN 24 RS60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Pepsi,330ml,1699,PEPSI COLA 330ml CAN 24 Rs60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Pepsi,330ml,1911,PEPSI COLA 330ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Pepsi,330ml,1914,PEPSI COLA 330ML PET 24 RS20 (PROMO),24,20.00,17.9167,11.63,0.00,17.9167
BEV,Pepsi,330ml,7140,PEPSI DIET 330ml CAN 24 Rs60,24,60.00,30.0000,100.00,0.00,30.0000
BEV,Pepsi,330ml,7142,PEPSI BLACK 330ML CAN 24 Rs60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Pepsi,400ml,3119,PEPSI COLA 400ml PET 24 Rs20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Pepsi,400ml,3131,PEPSI COLA 400ml PET 24 Rs25,24,25.00,22.5000,11.11,0.00,22.5000
BEV,Pepsi,400ml,3167,PEPSI COLA 400ml PET 24 Rs20 PROMO,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Pepsi,400ml,4220,PEPSI COLA 400ml PET 24 Rs28,24,28.00,26.0000,7.69,0.00,26.0000
BEV,Pepsi,475ml,4168,PEPSI COLA 475ML PET 24 RS60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Pepsi,500ML,1833,PEPSI ATOM 500ml PET 24 Rs25,24,25.00,23.5000,6.38,0.00,23.5000
BEV,Pepsi,500ML,1871,PEPSI COLA 500ML PET 24 RS60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Pepsi,500ML,1873,PEPSI DIET 500ml PET 24 Rs60,24,60.00,36.0000,66.67,0.00,36.0000
BEV,Pepsi,500ML,1994,PEPSI BLACK 500ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Pepsi,500ML,1995,PEPSI BLACK 500ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Pepsi,500ML,4279,PEPSI COLA 500ML PET 24 RS60 PR- ATL,24,60.00,30.0000,100.00,0.00,30.0000
BEV,Pepsi,500ML,4343,PEPSI COLA 500ml PET 24 Rs30,24,30.00,27.7083,8.27,0.00,27.7083
BEV,Pepsi,5L,3005,PEPSI DIET 5 L BIB,1,1500.00,1200.0000,25.00,0.00,1200.0000
BEV,Pepsi,5L,7510,PEPSI BLACK 5 L BIB,1,1500.00,1100.0003,36.36,0.00,1100.0003
BEV,Pepsi,600ml,1888,PEPSI COLA 600ml PET 30 Rs30 (PROMO),30,30.00,26.2500,14.29,0.00,26.2500
BEV,Pepsi,600ml,2012,PEPSI DIET600ml PET 24 Rs25,24,25.00,22.9167,9.09,0.00,22.9167
BEV,Pepsi,600ml,2020,PEPSI COLA 600ml PET 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Pepsi,600ml,2025,PEPSI DIET600ml PET 24 Rs30,24,30.00,28.0000,7.14,0.00,28.0000
BEV,Pepsi,600ml,2040,PEPSI COLA 600ml PET 24 Rs30 GRIP PACK,24,30.00,26.2500,14.29,0.00,26.2500
BEV,Pepsi,600ml,2055,PEPSI COLA 600ml PET 24 Rs25,24,25.00,23.3333,7.14,0.00,23.3333
BEV,Pepsi,600ml,2061,PEPSI COLA 600ml PET 24 Rs27,24,27.00,25.0000,8.00,0.00,25.0000
BEV,Pepsi,600ml,2081,PEPSI COLA 600ml PET 24 Rs29,24,29.00,27.2500,6.42,0.00,27.2500
BEV,Pepsi,600ml,2087,PEPSI COLA 600ml PET 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Pepsi,600ml,2332,PEPSI COLA 600ml PET 24 Rs32,24,32.00,29.5000,8.47,0.00,29.5000
BEV,Pepsi,600ml,2367,PEPSI COLA 600ml PET 24 Rs30 (PROMO),24,30.00,27.5000,9.09,0.00,27.5000
BEV,Pepsi,600ml,2374,PEPSI COLA 600ml PET 24 Rs32 (PROMO),24,32.00,29.5000,8.47,0.00,29.5000
BEV,Pepsi,600ml,3109,PEPSI COLA 600ml PET 24 Rs34,24,34.00,34.0000,0.00,0.00,34.0000
BEV,Pepsi,600ml,4280,PEPSI COLA 600ML PET 24 RS38 PR- ATL,24,38.00,35.5000,7.04,0.00,35.5000
BEV,Pepsi,600ml,4382,PEPSI COLA 600ml PET 24 Rs35-MONEY HEIST,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Pepsi,600ml,4388,PEPSI COLA 600ml PET 24 Rs38-MONEY HEIST,24,38.00,35.5000,7.04,0.00,35.5000
BEV,Pepsi,600ml,4511,PEPSI COLA 600ML PET 24 RS37,24,37.00,34.5000,7.25,0.00,34.5000
BEV,Pepsi,600ml,4514,PEPSI COLA 600ML PET 24 RS38,24,38.00,35.5000,7.04,0.00,35.5000
BEV,Pepsi,600ml,4782,PEPSI BLACK 600ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Pepsi,750ml,3113,PEPSI COLA 750ml PET 24 Rs38,24,38.00,35.5000,7.04,0.00,35.5000
BEV,Pepsi,750ml,3123,PEPSI COLA 750ml PET 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Pepsi,750ml,3143,PEPSI COLA 750ml PET 24 Rs 32,24,32.00,29.7500,7.56,0.00,29.7500
BEV,Pepsi,750ml,3157,PEPSI COLA 750ML PET 24 Rs35 PROMO,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Pepsi,750ml,3159,PEPSI COLA 750ml PET 24 Rs 32 PROMO,24,32.00,29.7500,7.56,0.00,29.7500
BEV,Pepsi,750ml,4284,PEPSI COLA 750ml PET 24 Rs40 PR- ATL,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Pepsi,750ml,4380,PEPSI COLA 750ml PET 24 Rs40 (MONY HIST),24,40.00,37.5000,6.67,0.00,37.5000
BEV,Pepsi,750ml,4906,PEPSI COLA 750ml PET 24 Rs40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Pepsi,750ml,4921,PEPSI COLA 750ml PET 24 Rs40 PROMO,24,40.00,36.0000,11.11,0.00,36.0000
BEV,Pepsi,750ml,4922,PEPSI COLA 750ML PET 24 Rs37,24,37.00,37.0000,0.00,0.00,37.0000
BEV,Pepsi,750ml,4928,PEPSI COLA 750ml PET 24 Rs39,24,39.00,36.2500,7.59,0.00,36.2500
BEV,Pepsi,750ml,4929,PEPSI COLA 750ML PET 24 Rs39 PROMO,24,39.00,36.2500,7.59,0.00,36.2500
BEV,Promo,185L,91102,OYC REFRIGERATOR 181RDGB - 185 L,1,11000.00,11000.0000,0.00,0.00,11000.0000
BEV,Promo,190L,9996,OYC REFRIGERATOR 190 Ltr -Samsung,1,10990.00,10990.0000,0.00,0.00,10990.0000
BEV,Promo,320L,91046,OYC325H - 325 Chest Cooler,1,20500.00,16598.8274,23.50,0.00,16598.8274
BEV,Promo,320L,91119,OYA-VISI COOLER SRC380HC-GL,1,42920.00,21998.9974,95.10,0.00,21998.9974
BEV,Promo,320L,9956,CHEST COOLER 320 LTR,1,33490.00,19992.4185,67.51,0.00,19992.4185
BEV,Promo,350L,91114,CHEST COOLER 350L DOUBLE DOOR-ROCKWELL,1,33764.00,20514.5903,64.59,0.00,20514.5903
BEV,Promo,61L,91088,PVC ICE BOX 61 L,1,1500.00,1500.0000,0.00,0.00,1500.0000
BEV,Promo,Cups,9900,PVC GLASS 200ML,1,0.75,0.7500,0.00,0.00,0.7500
BEV,Promo,Cups,9901,PVC GLASS 250ML,1,0.82,0.8200,0.00,0.00,0.8200
BEV,Promo,Cups,9902,PVC GLASS 300ML,1,1.45,1.2800,13.28,0.00,1.2800
BEV,Promo,Cups,9903,PVC GLASS 350ML,1,1.50,1.3000,15.38,0.00,1.3000
BEV,Promo,Cups,9904,PVC GLASS 450ML,1,1.91,1.9100,0.00,0.00,1.9100
BEV,Promo,Cups,9920,PVC GLASS 650ml,1,2.49,2.3600,5.51,0.00,2.3600
BEV,Promo,Cylinder,9911,CO2 GAS 9 KGS,1,1000.00,400.0000,150.00,0.00,400.0000
BEV,Promo,Lid,91005,PVC LID 1000ml,1,0.86,0.7900,8.86,0.00,0.7900
BEV,Promo,Lid,9907,PVC LID 300ML,1,0.69,0.4500,53.33,0.00,0.4500
BEV,Promo,Lid,9908,PVC LID 350ML,1,0.60,0.5100,17.65,0.00,0.5100
BEV,Promo,Lid,9909,PVC LID 450ML,1,0.79,0.5500,43.64,0.00,0.5500
BEV,Promo,Lid,9921,PVC LID 650ml,1,0.80,0.6700,19.40,0.00,0.6700
BEV,Promo,Straw,9910,PVC STRAW,1,19.95,19.9500,0.00,0.00,19.9500
BEV,Sting,200ML,4149,STING 200ml RGP 24 Rs15,24,15.00,12.5000,20.00,0.00,12.5000
BEV,Sting,200ML,4167,STING 200ml RGP 24 Rs12,24,12.00,10.4167,15.20,0.00,10.4167
BEV,Sting,250ml,1886,STING 250ML CAN 24 RS35,24,35.00,32.5000,7.69,0.00,32.5000
BEV,Sting,250ml,1922,STING 250ML PET 24 RS30,24,30.00,25.5000,17.65,0.00,25.5000
BEV,Sting,250ml,1969,STING 250ML PET 28 RS30,28,30.00,25.8333,16.13,0.00,25.8333
BEV,Sting,250ml,1979,STING 250ML PET 24 RS20,24,20.00,17.9167,11.63,0.00,17.9167
BEV,Sting,250ml,1981,STING 250ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,1985,STING 250ML PET 30 RS20 PROMO,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,1991,STING 250ML PET 30 RS20 (Dubai Expo),30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,1992,STING 250ML PET 30 RS20 PR-PTM,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,250ml,2669,STING 250ML PET 30 RS25,30,25.00,23.0000,8.70,0.00,23.0000
BEV,Sting,250ml,3565,STING 250ml CAN 24 Rs50,24,50.00,42.5000,17.65,0.00,42.5000
BEV,Sting,250ml,3567,STING 250ml CAN 24 Rs50,24,50.00,30.0000,66.67,0.00,30.0000
BEV,Sting,250ml,4261,STING 250ML CAN 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Sting,250ml,4785,STING BLUE 250ML PET 30 RS20,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Sting,500ML,4044,STING 500ml PET 24 Rs30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Sting,500ML,4350,STING 500ml PET 24 Rs35,24,35.00,32.5000,7.69,0.00,32.5000
