COMP_TYPE,BRAND_NAME,PACK_NAME,PRD_CD,PRD_DESC1,CONV_FACTOR,MRP_UN,RP,DEALER_MARGIN,Textbox51,RP1
BEV,Tropicana,1L,8526,TROP PR JUICY ORANGE 1 L TETRA 12 Rs118,12,118.00,103.2500,14.29,0.00,103.2500
BEV,Tropicana,1L,8527,TROP PR CRANBERRY TWIR 1 L TETRA12 Rs118,12,118.00,103.2500,14.29,0.00,103.2500
BEV,Tropicana,1L,8531,TROP PR MIXED FRUIT 1 L TETRA 12 Rs120,12,120.00,105.0000,14.29,0.00,105.0000
BEV,Tropicana,1L,8532,TROP PR LYCHEE TWIRL 1 L TETRA 12 Rs120,12,120.00,105.0000,14.29,0.00,105.0000
BEV,Tropicana,1L,8533,TROP PR JUICY APPLE 1 L TETRA 12 Rs113,12,113.00,98.8750,14.29,0.00,98.8750
BEV,Tropicana,1L,8534,TROP PR JUICY ORANGE 1 L TETRA 12 Rs120,12,120.00,105.0000,14.29,0.00,105.0000
BEV,Tropicana,1L,8535,TROP PR CRANBERRY TWIR 1 L TETRA12 Rs123,12,123.00,107.6250,14.29,0.00,107.6250
BEV,Tropicana,1L,8536,TROP PR PINEAPPLE 1 L TETRA 12 Rs115,12,115.00,100.6250,14.29,0.00,100.6250
BEV,Tropicana,1L,8537,TROP PR POMEGRANATE 1 L TETRA12 Rs125,12,125.00,109.3750,14.29,0.00,109.3750
BEV,Tropicana,1L,8538,TROP PR MANGO 1 L TETRA 12 Rs110,12,110.00,96.2500,14.29,0.00,96.2500
BEV,Tropicana,1L,8539,TROP PG ORANGE 1 L TETRA 12 Rs145,12,145.00,126.8750,14.29,0.00,126.8750
BEV,Tropicana,1L,8540,TROP PG APPLE 1 L TETRA 12 Rs145,12,145.00,126.8750,14.29,0.00,126.8750
BEV,Tropicana,1L,8541,TROP PG MIXED FRUIT 1L TETRA 12 Rs145,12,145.00,126.8750,14.29,0.00,126.8750
BEV,Tropicana,1L,8542,TROP PR GUAVA 1 L TETRA 12 Rs115,12,115.00,100.6250,14.29,0.00,100.6250
BEV,Tropicana,1L,8543,TROP PR MANGO 1 L TETRA 12 Rs115,12,115.00,99.7345,15.31,0.00,99.7345
BEV,Tropicana,1L,8544,TROP PR PINEAPPLE 1 L TETRA 12 Rs125,12,125.00,109.3750,14.29,0.00,109.3750
BEV,Tropicana,1L,8545,TROP PR MIXED FRUIT 1 L TETRA 12 Rs125,12,125.00,110.0000,13.64,0.00,110.0000
BEV,Tropicana,1L,8546,TROP PR LYCHEE TWIRL 1 L TETRA 12 Rs123,12,123.00,107.6250,14.29,0.00,107.6250
BEV,Tropicana,1L,8548,TROP PR MIXED FRUIT 1L TETRA 12 Rs125 NF,12,125.00,110.0000,13.64,0.00,110.0000
BEV,Tropicana,200ML,3615,TROP PG MIXED FRUIT 200ML TETRA 30 RS 20,30,20.00,17.5400,14.03,0.00,17.5400
BEV,Tropicana,200ML,3619,TROP PG APPLE 200ml TETRA 30 Rs 20,30,20.00,17.5400,14.03,0.00,17.5400
BEV,Tropicana,200ML,3621,TROP PG ORANGE 200ml TETRA 30 Rs 20,30,20.00,17.5400,14.03,0.00,17.5400
BEV,Tropicana,200ML,3651,TROP PR POMEGRANATE 200 ML TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3652,TROP PR LYCHEE TWIRL 200ml TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3653,TROP PR MIXED 200ml TETRA 30 Rs 20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3654,TROP PR PINEAPPLE 200ml TETRA 30 Rs 20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3655,TROP PR GUAVA 200ml TETRA 30 Rs 20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3656,TROP PR JUICY ORANGE 200ml TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3661,TROP PR JUICY APPLE 200ML TETRA 30 RS20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3673,TROP PR MANGO 200ml TETRA 30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3680,TROP PR ORANGE DELIGHT 200ML PET 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3681,TROP PR GUAVA DELIGHT 200 ML PET 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3682,TROPPR LITCHI DELIGHT 200ML PET 24Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3683,TROP PR POMEGRANATE DELIGHT 200 ML PET 2,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3684,TROP PR APPLE DELIGHT 200 ML PET 24 Rs20,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3685,TROP PR MIX FRUIT DELIGHT 200 ML PET 24,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3696,TROP PR APPLE DELIGHT 200ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3697,TROP PR GUAVA DELIGHT 200ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3698,TROP PR LITCHI DELIGHT 200ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,3699,TROP PR MIX FRUIT DEL 200ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8300,TROP PR LY TRL 200ml TETRA 30 Rs20 PROMO,30,20.00,16.0000,25.00,0.00,16.0000
BEV,Tropicana,200ML,8301,TROP PR GUAVA 200ml TETRA 30 Rs 20 PROMO,30,20.00,16.0000,25.00,0.00,16.0000
BEV,Tropicana,200ML,8302,TROP PR MANGO 200ml TETRA 30 Rs20 PROMO,30,20.00,16.0000,25.00,0.00,16.0000
BEV,Tropicana,200ML,8303,TROP PG MXD FRT 200ml TTRA 30 Rs30 PROMO,30,30.00,24.0000,25.00,0.00,24.0000
BEV,Tropicana,200ML,8304,TROP PG ORANGE 200ml TTRA 30 Rs 30 PROMO,30,30.00,24.0000,25.00,0.00,24.0000
BEV,Tropicana,200ML,8306,TROP PG APPLE 200ml TETRA 30 Rs 30 PROMO,30,30.00,24.0000,25.00,0.00,24.0000
BEV,Tropicana,200ML,8309,TROP PR PINAPPL 200ml TETRA 30 Rs20 PROM,30,20.00,16.0000,25.00,0.00,16.0000
BEV,Tropicana,200ML,8312,TROP PR APPLE DELIGHT200ML PET30 Rs20 HF,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8313,TROP PR GUAVA DELIGHT200ML PET30 Rs20 HF,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8314,TROP PR MIX FRUIT DEL200ML PET30 Rs20 HF,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8315,TROP PR LITCHI DELIGHT200ML PET30Rs20 HF,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8316,TROP PR POMEGRANAT DEL200ML PET30Rs20 HF,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8329,TROP PR MIX FRUIT DEL200ML PET30 Rs15 NF,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,200ML,8330,TROP PR GUAVA DELIGHT200ML PET30 Rs15 HF,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,200ML,8401,TROP PG APPLE 200ml TETRA 30 Rs 30,30,30.00,26.2333,14.36,0.00,26.2333
BEV,Tropicana,200ML,8403,TROP ESS FR VEG 200ML TETRA 30 Rs 30,30,30.00,26.3100,14.03,0.00,26.3100
BEV,Tropicana,200ML,8405,TROP ESS IRON 200ML TETRA 30 Rs 30,30,30.00,26.3100,14.03,0.00,26.3100
BEV,Tropicana,200ML,8408,TROP PG MIXED FRUIT 200ml TETRA 30 Rs30,30,30.00,26.2333,14.36,0.00,26.2333
BEV,Tropicana,200ML,8410,TROP PG ORANGE 200ml TETRA 30 Rs 30,30,30.00,26.2333,14.36,0.00,26.2333
BEV,Tropicana,200ML,8418,TROP PR MOSAMBI 200ml TETRA 30 Rs 20,30,20.00,17.5400,14.03,0.00,17.5400
BEV,Tropicana,200ML,8442,TROP PR MIXED FRUIT 200ml TETRA 30 Rs20F,30,20.00,17.5400,14.03,0.00,17.5400
BEV,Tropicana,200ML,8443,TROP PR GUAVA 200ml TETRA 30 Rs20 Free,30,20.00,17.5439,14.00,0.00,17.5439
BEV,Tropicana,200ML,8445,TROP ESS FR VEG 200ML TETRA 30 Rs 30FREE,30,30.00,26.3158,14.00,0.00,26.3158
BEV,Tropicana,200ML,8446,TROP ESS IRON 200ML TETRA 30 Rs 30 FREE,30,30.00,26.3158,14.00,0.00,26.3158
BEV,Tropicana,200ML,8448,TROP ESS MUVITAMINS 200ML TETRA 30 Rs 30,30,30.00,26.3100,14.03,0.00,26.3100
BEV,Tropicana,200ML,8472,TROP PG MIXED FRUIT 200 ML PET 24 Rs30,24,30.00,27.9167,7.46,0.00,27.9167
BEV,Tropicana,200ML,8473,TROP PG APPLE 200 ML PET 24 Rs30,24,30.00,27.9167,7.46,0.00,27.9167
BEV,Tropicana,200ML,8474,TROP PG ORANGE 200 ML PET 24 Rs30,24,30.00,27.9167,7.46,0.00,27.9167
BEV,Tropicana,200ML,8501,TROP PR ORANGE DELIGHT 200ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8502,TROP PR POMEGRANATE DEL 200ML PET30 Rs20,30,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,200ML,8530,TROPICANA GIFTPACK(6 x 200ML RS149) X 10,60,24.83,19.8640,25.00,0.00,19.8640
BEV,Tropicana,250ml,3205,TROP TWISTER 'APPLE 250ml RGP 24 Rs12,24,12.00,10.5240,14.03,0.00,10.5240
BEV,Tropicana,250ml,4267,TROP PR LTCHI DELGHT 250ML PET30 Rs20 HF,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Tropicana,250ml,4268,TROP PR POMGRNAT DEL 250ML PET30 Rs20 HF,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Tropicana,250ml,8498,TROP PR APPLE DELIGT 250ML PET 24Rs20 HF,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,250ml,8499,TROP PR MIX FRUT DEL 250ML PET 24RS20 HF,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,250ml,8500,TROP PR GUAVA DELIHT 250ML PET 24Rs20 HF,24,20.00,17.5000,14.29,0.00,17.5000
BEV,Tropicana,250ml,8505,TROP PR APPLE DELIGT 250ML PET 30Rs20 HF,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Tropicana,250ml,8506,TROP PR MIX FRUT DEL 250ML PET 30RS20 HF,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Tropicana,250ml,8507,TROP PR GUAVA DELIHT 250ML PET 30Rs20 HF,30,20.00,18.0000,11.11,0.00,18.0000
BEV,Tropicana,250ml,8550,TROP PR APPLE DELIGT 250ML PET 30Rs15 HF,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,250ml,8551,TROP PR LYCHEE DEL 250ML PET30 Rs15 HF,30,15.00,13.0000,15.38,0.00,13.0000
BEV,Tropicana,500ML,3354,TROP MIX FRUIT PET 500ML 24 RS 40,24,40.00,37.4988,6.67,0.00,37.4988
BEV,Tropicana,500ML,3382,TROP SLICE MIXFRUITJUICE500ML 24PET RS35,24,35.00,32.7500,6.87,0.00,32.7500
BEV,Tropicana,500ML,3686,TROP PR MIX FRUIT DEL 500 ML PET 24 RS40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Tropicana,500ML,3687,TROP PR LITCHI DELIGHT 500 ML PET 24Rs40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Tropicana,500ML,3688,TROP PR GUAVA DELIGHT 500 ML PET 24 Rs40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Tropicana,500ML,3689,TROP PR POMEGRANATE DEL 500ML PET 24RS40,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Tropicana,500ML,3690,TROP PR MIX FRUIT DEL 500MLPET 24RS40 HF,24,40.00,37.4988,6.67,0.00,37.4988
BEV,Tropicana,500ML,3691,TROP PR GUAVA DELIGT 500 MLPET 24Rs40 HF,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Tropicana,500ML,3692,TROP PR APPLE DELIGT 500 MLPET 24Rs40 HF,24,40.00,37.4988,6.67,0.00,37.4988
BEV,Tropicana,500ML,8307,TROP PR GUAVA DELGT 500 MLPET 24Rs40 PRO,24,40.00,37.4988,6.67,0.00,37.4988
BEV,Tropicana,500ML,8308,TROP PR APPLE DELGT 500 MLPET 24Rs40 PRO,24,40.00,37.4988,6.67,0.00,37.4988
BEV,Tropicana,500ML,8310,TROP PR LICHI DELIT 500ML PET 24Rs40 PRO,24,40.00,37.4988,6.67,0.00,37.4988
BEV,Tropicana,500ML,8549,TROP PR MIX FRUIT DEL 500ML PET24 RS40NF,24,40.00,37.5000,6.67,0.00,37.5000
BEV,Tropicana,500ML,8552,TROP PR MIX FRUIT DEL 500 ML PET 24 RS30,24,30.00,27.5000,9.09,0.00,27.5000
BEV,Tropicana,600ml,3375,TROP SLICE ALPHONSO 600ml PET 24 Rs50,24,50.00,45.0000,11.11,0.00,45.0000

